nombre,iniciales_equipo,edad,altura_cm,peso_kg,pais,part_jug,pts,reb,ast,blk,stl,pct_tiro,temporada
Kendrick Nunn,MIA,24.0,187.96,86.18248,USA,60,15.5,2.7,3.4,0.0,0.0,0.54,2019-20
Justin Wright-Foreman,UTA,22.0,182.88,86.18248,USA,1,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
Luguentz Dort,OKC,20.0,190.5,97.52228,Canada,28,6.1,1.8,0.7,0.0,0.0,0.522,2019-20
Luka Doncic,DAL,21.0,200.66,104.32616,Slovenia,51,28.4,9.4,8.7,0.0,0.0,0.583,2019-20
Luka Samanic,SAS,20.0,208.28,102.965384,Croatia,1,0.0,2.0,3.0,0.0,0.0,0.0,2019-20
Michael Porter Jr.,DEN,21.0,208.28,98.883056,USA,46,7.8,4.3,0.8,0.0,0.0,0.599,2019-20
Mikal Bridges,PHX,23.0,198.12,94.800728,USA,63,8.5,3.9,1.7,0.0,0.0,0.62,2019-20
Mike Conley,UTA,32.0,185.42,79.3786,USA,40,13.9,3.2,4.3,0.0,1.0,0.528,2019-20
Mike Muscala,OKC,28.0,208.28,108.86208,USA,41,4.6,2.3,0.8,2.0,0.0,0.56,2019-20
Mike Scott,PHI,31.0,200.66,107.501304,USA,62,5.7,3.5,0.7,0.0,0.0,0.54,2019-20
Miles Bridges,CHA,21.0,198.12,102.0582,USA,63,13.1,5.6,1.7,0.0,0.0,0.526,2019-20
Mitchell Robinson,NYK,21.0,213.36,108.86208,USA,58,9.5,7.0,0.6,0.0,0.0,0.7190000000000001,2019-20
Miye Oni,UTA,22.0,195.58,93.439952,USA,5,0.0,0.4,0.0,0.0,0.0,0.0,2019-20
Mo Bamba,ORL,21.0,213.36,104.779752,USA,58,5.6,4.9,0.7,0.0,0.0,0.5529999999999999,2019-20
Monte Morris,DEN,24.0,187.96,83.007336,USA,63,8.6,1.8,3.6,0.0,0.0,0.544,2019-20
Montrezl Harrell,LAC,26.0,200.66,108.86208,USA,61,18.7,7.1,1.7,1.0,1.0,0.607,2019-20
Moritz Wagner,WAS,22.0,210.82,111.13004,Germany,35,9.7,5.3,1.3,0.0,0.0,0.662,2019-20
Moses Brown,POR,20.0,218.44,111.13004,USA,9,1.2,1.6,0.1,0.0,0.0,0.407,2019-20
Michael Kidd-Gilchrist,DAL,26.0,198.12,105.233344,USA,21,2.5,2.6,0.6,0.0,0.0,0.401,2019-20
Mychal Mulder,GSW,25.0,190.5,83.46092800000002,Canada,6,12.3,3.2,1.3,0.0,0.0,0.593,2019-20
Nassir Little,POR,20.0,195.58,99.79024,USA,47,3.6,2.3,0.5,0.0,0.0,0.508,2019-20
Naz Mitrou-Long,IND,26.0,190.5,98.883056,Canada,3,4.7,2.0,2.3,0.0,0.0,0.438,2019-20
Naz Reid,MIN,20.0,205.74,119.748288,USA,28,8.9,4.1,1.1,0.0,0.0,0.511,2019-20
Nemanja Bjelica,SAC,31.0,208.28,106.140528,Serbia,63,11.8,6.4,2.8,0.0,0.0,0.598,2019-20
Nerlens Noel,OKC,25.0,208.28,99.79024,USA,54,7.8,4.9,1.0,1.0,0.0,0.7170000000000001,2019-20
Nickeil Alexander-Walker,NOP,21.0,195.58,92.98636,Canada,41,5.1,2.0,1.8,0.0,0.0,0.441,2019-20
Nicolas Batum,CHA,31.0,205.74,104.32616,France,22,3.6,4.5,3.0,0.0,0.0,0.463,2019-20
Nicolas Claxton,BKN,20.0,210.82,97.52228,USA,15,4.4,2.9,1.1,0.0,0.0,0.5770000000000001,2019-20
Nicolo Melli,NOP,29.0,205.74,107.047712,Italy,51,6.7,3.0,1.3,0.0,0.0,0.584,2019-20
Nigel Williams-Goss,UTA,25.0,187.96,86.18248,USA,9,0.4,0.6,0.6,0.0,0.0,0.254,2019-20
Nikola Jokic,DEN,25.0,213.36,128.820128,Serbia,63,20.5,10.2,6.8,0.0,0.0,0.606,2019-20
Nikola Vucevic,ORL,29.0,210.82,117.93392,Montenegro,52,19.6,10.9,3.7,0.0,0.0,0.539,2019-20
Noah Vonleh,DEN,24.0,208.28,116.573144,USA,32,4.0,3.8,0.8,0.0,0.0,0.621,2019-20
Myles Turner,IND,23.0,210.82,113.398,USA,53,11.7,6.4,1.1,0.0,0.0,0.555,2019-20
Michael Frazier,HOU,26.0,190.5,90.7184,USA,8,1.8,0.4,0.1,0.0,0.0,0.513,2019-20
Michael Carter-Williams,ORL,28.0,195.58,86.18248,USA,40,6.7,3.4,2.5,0.0,0.0,0.52,2019-20
Mfiondu Kabengele,LAC,22.0,205.74,113.398,Canada,12,3.5,0.9,0.2,0.0,0.0,0.614,2019-20
Luke Kennard,DET,23.0,195.58,93.439952,USA,28,15.8,3.5,4.1,0.0,1.0,0.589,2019-20
Luke Kornet,CHI,24.0,218.44,113.398,USA,36,6.0,2.3,0.9,0.0,0.0,0.539,2019-20
Malcolm Brogdon,IND,27.0,195.58,103.872568,USA,48,16.3,4.7,7.1,0.0,0.0,0.537,2019-20
Malcolm Miller,TOR,27.0,200.66,95.25431999999999,USA,25,0.9,0.6,0.3,0.0,0.0,0.4320000000000001,2019-20
Malik Beasley,MIN,23.0,193.04,84.821704,USA,53,11.1,2.6,1.4,0.0,1.0,0.555,2019-20
Malik Monk,CHA,22.0,190.5,90.7184,USA,55,10.3,2.9,2.1,0.0,0.0,0.53,2019-20
Malik Newman,CLE,23.0,190.5,86.18248,USA,1,2.0,0.0,0.0,0.0,0.0,0.34700000000000003,2019-20
Marc Gasol,TOR,35.0,210.82,115.66596,Spain,35,7.8,6.5,3.5,0.0,0.0,0.551,2019-20
Marco Belinelli,SAS,33.0,195.58,99.79024,Italy,51,5.6,1.7,1.2,0.0,0.0,0.507,2019-20
Marcus Morris Sr.,LAC,30.0,203.2,98.883056,USA,53,17.8,5.1,1.4,0.0,0.0,0.5710000000000001,2019-20
Marcus Smart,BOS,26.0,190.5,99.79024,USA,51,13.3,3.7,4.9,0.0,0.0,0.519,2019-20
Marial Shayok,PHI,24.0,195.58,89.811216,Canada,2,1.5,1.5,0.5,0.0,0.0,0.3,2019-20
Mario Hezonja,POR,25.0,203.2,99.79024,Croatia,46,4.7,3.4,0.9,0.0,0.0,0.521,2019-20
Markelle Fultz,ORL,21.0,190.5,94.800728,USA,62,11.9,3.4,5.2,0.0,0.0,0.522,2019-20
Markieff Morris,LAL,30.0,203.2,111.13004,USA,50,10.4,3.8,1.5,0.0,0.0,0.5720000000000001,2019-20
Marko Guduric,MEM,25.0,198.12,91.171992,Serbia,42,4.0,1.7,1.1,0.0,0.0,0.515,2019-20
Marques Bolden,CLE,21.0,208.28,112.944408,USA,1,0.0,2.0,0.0,0.0,0.0,0.0,2019-20
Marquese Chriss,GSW,22.0,205.74,108.86208,USA,58,9.3,6.1,1.9,0.0,0.0,0.602,2019-20
Marvin Bagley III,SAC,20.0,210.82,106.59412,USA,13,14.2,7.5,0.8,0.0,0.0,0.512,2019-20
Marvin Williams,MIL,33.0,203.2,107.501304,USA,51,6.2,2.8,1.0,0.0,0.0,0.584,2019-20
Mason Plumlee,DEN,30.0,210.82,115.212368,USA,51,7.4,5.4,2.4,0.0,1.0,0.619,2019-20
Matisse Thybulle,PHI,23.0,195.58,91.171992,USA,56,4.6,1.5,1.2,0.0,0.0,0.522,2019-20
Matt Mooney,CLE,23.0,187.96,90.264808,USA,3,0.7,0.3,0.3,0.0,0.0,0.5,2019-20
Matthew Dellavedova,CLE,29.0,190.5,90.7184,Australia,55,2.8,1.3,2.9,0.0,0.0,0.445,2019-20
Maurice Harkless,NYK,26.0,200.66,99.79024,USA,59,5.7,3.9,1.0,2.0,4.0,0.575,2019-20
Max Strus,CHI,23.0,195.58,97.52228,USA,2,2.5,0.5,0.0,0.0,0.0,0.727,2019-20
Maxi Kleber,DAL,28.0,208.28,108.86208,Germany,63,9.1,5.4,1.1,0.0,0.0,0.605,2019-20
Melvin Frazier Jr.,ORL,23.0,195.58,97.52228,USA,15,1.2,0.3,0.1,0.0,0.0,0.48,2019-20
Meyers Leonard,MIA,28.0,213.36,117.93392,USA,49,6.1,5.1,1.1,0.0,0.0,0.64,2019-20
Norvel Pelle,PHI,27.0,208.28,104.779752,USA,20,2.1,3.0,0.4,0.0,0.0,0.521,2019-20
Matt Thomas,TOR,25.0,193.04,86.18248,USA,31,4.5,1.4,0.5,0.0,0.0,0.6629999999999999,2019-20
